No,Date,Time,AN1,AN2,AN3,AN4
814,25 April 2022,21:54:30,34.73,24.84,25.83,37.76
815,25 April 2022,21:54:32,34.73,24.89,25.98,37.71
816,25 April 2022,21:54:33,34.73,24.98,25.88,37.71
817,25 April 2022,21:54:34,34.78,24.98,25.98,37.61
818,25 April 2022,21:54:35,34.73,24.98,26.02,37.61
819,25 April 2022,21:54:36,34.68,24.98,25.93,37.61
820,25 April 2022,21:54:37,34.68,24.98,25.98,37.61
821,25 April 2022,21:54:39,34.73,24.93,25.93,37.52
822,25 April 2022,21:54:40,34.78,24.89,25.83,37.47
823,25 April 2022,21:54:41,34.73,24.70,25.83,37.47
824,25 April 2022,21:54:42,34.82,24.65,25.74,37.52
825,25 April 2022,21:54:43,34.78,24.51,25.79,37.47
826,25 April 2022,21:54:44,34.68,24.41,25.74,37.47
827,25 April 2022,21:54:46,34.82,24.37,25.69,37.38
828,25 April 2022,21:54:47,34.73,24.32,25.69,37.38
829,25 April 2022,21:54:48,34.73,24.13,25.64,37.33
830,25 April 2022,21:54:49,34.73,24.13,25.69,37.38
831,25 April 2022,21:54:50,34.78,24.08,25.69,37.24
832,25 April 2022,21:54:51,34.68,24.08,25.55,37.24
833,25 April 2022,21:54:53,34.78,23.99,25.60,37.19
834,25 April 2022,21:54:54,34.78,23.99,25.60,37.19
835,25 April 2022,21:54:55,34.78,24.18,25.55,37.19
836,25 April 2022,21:54:56,34.78,24.32,25.60,37.19
837,25 April 2022,21:54:57,34.82,24.41,25.60,37.14
838,25 April 2022,21:54:58,34.78,24.27,25.55,37.09
839,25 April 2022,21:55:00,34.78,24.32,25.50,37.14
840,25 April 2022,21:55:01,34.73,24.37,25.64,37.05
841,25 April 2022,21:55:02,34.78,24.56,25.74,37.09
842,25 April 2022,21:55:03,34.68,24.70,25.74,37.00
843,25 April 2022,21:55:04,34.78,24.70,25.83,36.95
844,25 April 2022,21:55:05,34.78,24.65,25.83,37.00
845,25 April 2022,21:55:07,34.78,24.56,25.74,36.90
846,25 April 2022,21:55:08,34.73,24.56,25.79,36.90
847,25 April 2022,21:55:09,34.78,24.56,25.74,36.90
848,25 April 2022,21:55:10,34.78,24.70,25.93,36.86
849,25 April 2022,21:55:11,34.78,24.84,26.07,36.90
850,25 April 2022,21:55:12,34.68,24.89,25.98,36.81
851,25 April 2022,21:55:14,34.78,24.98,26.12,36.81
852,25 April 2022,21:55:15,34.73,24.98,26.12,36.76
853,25 April 2022,21:55:16,34.82,25.03,26.16,36.76
854,25 April 2022,21:55:17,34.78,24.93,26.12,36.72
855,25 April 2022,21:55:18,34.73,25.12,26.26,36.76
856,25 April 2022,21:55:19,34.78,25.22,26.31,36.76
857,25 April 2022,21:55:21,34.78,25.36,26.40,36.62
858,25 April 2022,21:55:22,34.68,25.45,26.40,36.72
859,25 April 2022,21:55:23,34.78,25.50,26.54,36.67
860,25 April 2022,21:55:24,34.78,25.55,26.64,36.62
861,25 April 2022,21:55:25,34.78,25.60,26.64,36.57
862,25 April 2022,21:55:26,34.78,25.64,26.64,36.57
863,25 April 2022,21:55:28,34.78,25.74,26.69,36.53
864,25 April 2022,21:55:29,34.73,25.74,26.69,36.57
865,25 April 2022,21:55:30,34.63,25.69,26.73,36.48
866,25 April 2022,21:55:31,34.82,25.83,26.78,36.48
867,25 April 2022,21:55:32,34.78,25.88,26.87,36.48
868,25 April 2022,21:55:33,34.73,25.93,26.92,36.43
869,25 April 2022,21:55:35,34.68,25.88,26.83,36.43
870,25 April 2022,21:55:36,34.78,25.98,26.83,36.38
871,25 April 2022,21:55:37,34.78,25.98,26.83,36.43
872,25 April 2022,21:55:38,34.73,26.07,26.83,36.48
873,25 April 2022,21:55:39,34.78,26.07,26.87,36.38
874,25 April 2022,21:55:40,34.63,26.07,26.83,36.43
875,25 April 2022,21:55:42,34.78,26.12,26.78,36.43
876,25 April 2022,21:55:43,34.73,26.07,26.83,36.34
877,25 April 2022,21:55:44,34.78,25.98,26.73,36.34
878,25 April 2022,21:55:45,34.78,25.88,26.69,36.34
879,25 April 2022,21:55:46,34.78,25.83,26.69,36.34
880,25 April 2022,21:55:47,34.73,25.74,26.50,36.29
881,25 April 2022,21:55:49,34.73,25.64,26.40,36.29
882,25 April 2022,21:55:50,34.68,25.50,26.40,36.34
883,25 April 2022,21:55:51,34.82,25.55,26.40,36.34
884,25 April 2022,21:55:52,34.78,25.41,26.40,36.24
885,25 April 2022,21:55:53,34.78,25.55,26.40,36.29
886,25 April 2022,21:55:54,34.73,25.64,26.50,36.29
887,25 April 2022,21:55:56,34.82,25.69,26.45,36.29
888,25 April 2022,21:55:57,34.78,25.74,26.50,36.15
889,25 April 2022,21:55:58,34.78,25.83,26.45,36.29
890,25 April 2022,21:55:59,34.78,25.83,26.31,36.20
891,25 April 2022,21:56:00,34.78,25.83,26.59,36.20
892,25 April 2022,21:56:01,34.73,25.93,26.50,36.15
893,25 April 2022,21:56:03,34.78,25.83,26.40,36.10
894,25 April 2022,21:56:04,34.73,25.88,26.50,36.05
895,25 April 2022,21:56:05,34.63,25.93,26.54,36.05
896,25 April 2022,21:56:06,34.73,25.93,26.45,36.10
897,25 April 2022,21:56:07,34.78,25.88,26.45,36.05
898,25 April 2022,21:56:08,34.73,25.69,26.40,36.01
899,25 April 2022,21:56:10,34.68,25.55,26.40,35.96
900,25 April 2022,21:56:11,34.78,25.50,26.35,35.96
901,25 April 2022,21:56:12,34.68,25.50,26.40,35.96
902,25 April 2022,21:56:13,34.78,25.45,26.26,35.91
903,25 April 2022,21:56:14,34.73,25.45,26.40,35.96
904,25 April 2022,21:56:15,34.68,25.45,26.35,35.91
905,25 April 2022,21:56:17,34.63,25.50,26.45,35.96
906,25 April 2022,21:56:18,34.78,25.55,26.45,35.91
907,25 April 2022,21:56:19,34.78,25.55,26.54,36.01
908,25 April 2022,21:56:20,34.68,25.55,26.54,35.82
909,25 April 2022,21:56:21,34.68,25.55,26.64,35.91
910,25 April 2022,21:56:22,34.73,25.60,26.64,35.86
911,25 April 2022,21:56:23,34.73,25.64,26.69,35.86
912,25 April 2022,21:56:25,34.73,25.69,26.87,35.91
913,25 April 2022,21:56:26,34.73,25.79,26.83,35.82
914,25 April 2022,21:56:27,34.78,25.79,26.92,35.82
915,25 April 2022,21:56:28,34.73,25.83,26.92,35.91
916,25 April 2022,21:56:29,34.73,25.83,26.97,35.77
917,25 April 2022,21:56:30,34.73,25.93,27.06,35.77
918,25 April 2022,21:56:32,34.73,26.02,27.06,35.77
919,25 April 2022,21:56:33,34.68,26.02,27.11,35.77
920,25 April 2022,21:56:34,34.68,26.12,27.16,35.77
921,25 April 2022,21:56:35,34.78,26.16,27.30,35.82
922,25 April 2022,21:56:36,34.68,26.26,27.35,35.77
923,25 April 2022,21:56:37,34.78,26.31,27.44,35.77
924,25 April 2022,21:56:39,34.78,26.40,27.54,35.72
925,25 April 2022,21:56:40,34.73,26.54,27.54,35.72
926,25 April 2022,21:56:41,34.78,26.54,27.73,35.77
927,25 April 2022,21:56:42,34.68,26.69,27.73,35.72
928,25 April 2022,21:56:43,34.73,26.78,27.77,35.67
929,25 April 2022,21:56:44,34.78,26.83,27.87,35.63
930,25 April 2022,21:56:46,34.78,26.83,27.87,35.67
931,25 April 2022,21:56:47,34.78,26.97,27.96,35.67
932,25 April 2022,21:56:48,34.78,26.97,28.01,35.72
933,25 April 2022,21:56:49,34.73,27.06,28.06,35.63
934,25 April 2022,21:56:50,34.78,27.11,28.10,35.63
935,25 April 2022,21:56:51,34.73,27.25,28.15,35.63
936,25 April 2022,21:56:53,34.78,27.30,28.20,35.58
937,25 April 2022,21:56:54,34.68,27.35,28.29,35.49
938,25 April 2022,21:56:55,34.73,27.44,28.39,35.53
939,25 April 2022,21:56:56,34.73,27.39,28.44,35.53
940,25 April 2022,21:56:57,34.73,27.54,28.48,35.53
941,25 April 2022,21:56:58,34.73,27.54,28.53,35.58
942,25 April 2022,21:57:00,34.82,27.58,28.58,35.58
943,25 April 2022,21:57:01,34.78,27.68,28.67,35.58
944,25 April 2022,21:57:02,34.73,27.77,28.72,35.53
945,25 April 2022,21:57:03,34.73,27.87,28.77,35.49
946,25 April 2022,21:57:04,34.73,27.92,28.81,35.53
947,25 April 2022,21:57:05,34.82,27.96,28.86,35.49
948,25 April 2022,21:57:07,34.73,27.96,28.91,35.49
949,25 April 2022,21:57:08,34.78,28.06,28.96,35.49
950,25 April 2022,21:57:09,34.78,28.06,28.96,35.49
951,25 April 2022,21:57:10,34.78,28.10,29.05,35.49
952,25 April 2022,21:57:11,34.82,28.10,29.10,35.49
953,25 April 2022,21:57:12,34.73,28.15,29.10,35.44
954,25 April 2022,21:57:14,34.78,28.25,29.15,35.49
955,25 April 2022,21:57:15,34.78,28.25,29.15,35.44
956,25 April 2022,21:57:16,34.78,28.39,29.19,35.44
957,25 April 2022,21:57:17,34.78,28.29,29.24,35.53
958,25 April 2022,21:57:18,34.78,28.39,29.29,35.49
959,25 April 2022,21:57:19,34.78,28.39,29.33,35.34
960,25 April 2022,21:57:21,34.73,28.44,29.38,35.34
961,25 April 2022,21:57:22,34.78,28.44,29.38,35.49
962,25 April 2022,21:57:23,34.78,28.53,29.43,35.39
963,25 April 2022,21:57:24,34.78,28.48,29.48,35.34
964,25 April 2022,21:57:25,34.82,28.53,29.52,35.39
965,25 April 2022,21:57:26,34.78,28.53,29.52,35.34
966,25 April 2022,21:57:28,34.78,28.67,29.52,35.34
967,25 April 2022,21:57:29,34.78,28.67,29.57,35.34
968,25 April 2022,21:57:30,34.78,28.67,29.62,35.34
969,25 April 2022,21:57:31,34.82,28.67,29.71,35.34
970,25 April 2022,21:57:33,34.82,28.72,29.62,35.44
971,25 April 2022,21:57:34,34.78,28.72,29.57,35.34
972,25 April 2022,21:57:35,34.82,28.72,29.67,35.39
973,25 April 2022,21:57:36,34.73,28.67,29.67,35.34
974,25 April 2022,21:57:37,34.82,28.86,29.81,35.34
975,25 April 2022,21:57:38,34.78,28.81,29.81,35.30
976,25 April 2022,21:57:40,34.82,28.86,29.81,35.39
977,25 April 2022,21:57:41,34.78,28.86,29.86,35.39
978,25 April 2022,21:57:42,34.78,28.81,29.81,35.30
979,25 April 2022,21:57:43,34.78,28.86,29.90,35.30
980,25 April 2022,21:57:44,34.78,28.91,29.90,35.30
981,25 April 2022,21:57:45,34.78,28.96,29.95,35.34
982,25 April 2022,21:57:47,34.82,28.91,29.95,35.34
983,25 April 2022,21:57:48,34.78,29.00,30.04,35.30
984,25 April 2022,21:57:49,34.78,28.96,30.04,35.25
985,25 April 2022,21:57:50,34.78,29.05,30.09,35.20
986,25 April 2022,21:57:51,34.78,29.10,30.09,35.30
987,25 April 2022,21:57:52,34.78,29.00,30.09,35.30
988,25 April 2022,21:57:54,34.78,29.10,30.09,35.30
989,25 April 2022,21:57:55,34.82,29.10,30.09,35.20
990,25 April 2022,21:57:56,34.78,29.05,30.09,35.20
991,25 April 2022,21:57:57,34.78,29.10,30.09,35.25
992,25 April 2022,21:57:58,34.78,29.10,30.19,35.30
993,25 April 2022,21:57:59,34.78,29.10,30.19,35.25
994,25 April 2022,21:58:01,34.78,29.05,30.23,35.20
995,25 April 2022,21:58:02,34.78,29.15,30.23,35.20
996,25 April 2022,21:58:03,34.87,29.10,30.23,35.20
997,25 April 2022,21:58:04,34.82,29.15,30.33,35.20
998,25 April 2022,21:58:05,34.82,29.24,30.33,35.20
999,25 April 2022,21:58:06,34.82,29.19,30.28,35.20
1000,25 April 2022,21:58:08,34.82,29.19,30.33,35.20
1001,25 April 2022,21:58:09,34.92,29.10,30.33,35.20
1002,25 April 2022,21:58:10,34.87,29.24,30.33,35.20
1003,25 April 2022,21:58:11,34.82,29.19,30.33,35.25
1004,25 April 2022,21:58:12,34.82,29.24,30.33,35.25
1005,25 April 2022,21:58:13,34.87,29.24,30.38,35.20
1006,25 April 2022,21:58:15,34.87,29.19,30.42,35.20
1007,25 April 2022,21:58:16,34.87,29.24,30.42,35.20
1008,25 April 2022,21:58:17,34.78,29.24,30.47,35.20
1009,25 April 2022,21:58:18,34.82,29.24,30.42,35.11
1010,25 April 2022,21:58:19,34.92,29.24,30.47,35.20
1011,25 April 2022,21:58:20,34.82,29.24,30.52,35.15
1012,25 April 2022,21:58:22,34.82,29.33,30.52,35.15
1013,25 April 2022,21:58:23,34.82,29.33,30.52,35.20
1014,25 April 2022,21:58:24,34.87,29.29,30.56,35.15
1015,25 April 2022,21:58:25,34.82,29.24,30.56,35.11
1016,25 April 2022,21:58:26,34.82,29.38,30.61,35.15
1017,25 April 2022,21:58:27,34.82,29.33,30.56,35.20
1018,25 April 2022,21:58:29,34.92,29.38,30.52,35.11
1019,25 April 2022,21:58:30,34.82,29.43,30.61,35.15
1020,25 April 2022,21:58:31,34.82,29.38,30.61,35.11
1021,25 April 2022,21:58:32,34.87,29.43,30.71,35.11
1022,25 April 2022,21:58:33,34.82,29.38,30.61,35.06
1023,25 April 2022,21:58:34,34.87,29.38,30.71,35.20
1024,25 April 2022,21:58:36,34.87,29.38,30.66,35.06
1025,25 April 2022,21:58:37,34.92,29.38,30.71,35.20
1026,25 April 2022,21:58:38,34.82,29.38,30.66,35.15
1027,25 April 2022,21:58:39,34.82,29.38,30.66,35.11
1028,25 April 2022,21:58:40,34.87,29.38,30.75,35.06
1029,25 April 2022,21:58:41,34.82,29.43,30.80,35.06
1030,25 April 2022,21:58:43,34.82,29.38,30.75,35.11
1031,25 April 2022,21:58:44,34.82,29.52,30.71,35.11
1032,25 April 2022,21:58:45,34.87,29.43,30.80,35.11
1033,25 April 2022,21:58:46,34.87,29.52,30.80,35.06
1034,25 April 2022,21:58:47,34.78,29.43,30.80,35.06
1035,25 April 2022,21:58:48,34.87,29.52,30.90,35.06
1036,25 April 2022,21:58:50,34.87,29.48,30.80,35.06
1037,25 April 2022,21:58:51,34.87,29.52,30.90,35.06
1038,25 April 2022,21:58:52,34.82,29.52,30.85,35.06
1039,25 April 2022,21:58:53,34.82,29.52,30.85,35.01
1040,25 April 2022,21:58:54,34.82,29.52,30.90,35.06
1041,25 April 2022,21:58:55,34.87,29.52,30.85,35.06
1042,25 April 2022,21:58:57,34.87,29.52,30.90,35.06
1043,25 April 2022,21:58:58,34.82,29.57,30.94,35.11
1044,25 April 2022,21:58:59,34.82,29.62,30.94,35.01
1045,25 April 2022,21:59:00,34.87,29.52,30.90,35.11
1046,25 April 2022,21:59:01,34.87,29.52,30.94,35.01
1047,25 April 2022,21:59:02,34.78,29.57,30.94,35.06
1048,25 April 2022,21:59:04,34.82,29.57,30.99,35.06
1049,25 April 2022,21:59:05,34.82,29.57,30.94,35.06
1050,25 April 2022,21:59:06,34.87,29.57,30.94,35.01
1051,25 April 2022,21:59:07,34.87,29.52,31.04,35.06
1052,25 April 2022,21:59:08,34.87,29.67,31.09,35.01
1053,25 April 2022,21:59:09,34.92,29.52,31.04,35.06
1054,25 April 2022,21:59:10,34.82,29.62,31.09,35.01
1055,25 April 2022,21:59:12,34.82,29.62,31.09,35.06
1056,25 April 2022,21:59:13,34.78,29.62,31.09,35.01
1057,25 April 2022,21:59:14,34.92,29.62,31.13,35.01
1058,25 April 2022,21:59:15,34.82,29.67,31.09,35.06
1059,25 April 2022,21:59:16,34.82,29.67,31.18,34.97
1060,25 April 2022,21:59:17,34.87,29.62,31.09,34.97
1061,25 April 2022,21:59:19,34.92,29.62,31.13,34.97
1062,25 April 2022,21:59:20,34.92,29.62,31.13,34.97
1063,25 April 2022,21:59:21,34.92,29.67,31.23,34.92
1064,25 April 2022,21:59:22,34.87,29.62,31.13,35.01
1065,25 April 2022,21:59:23,34.82,29.62,31.13,34.97
1066,25 April 2022,21:59:24,34.78,29.62,31.27,35.01
1067,25 April 2022,21:59:26,34.87,29.67,31.13,34.97
1068,25 April 2022,21:59:27,34.87,29.71,31.27,34.92
1069,25 April 2022,21:59:28,34.82,29.62,31.23,35.01
1070,25 April 2022,21:59:29,34.87,29.71,31.27,34.97
1071,25 April 2022,21:59:30,34.82,29.71,31.23,34.92
1072,25 April 2022,21:59:31,34.82,29.71,31.23,35.06
1073,25 April 2022,21:59:33,34.78,29.71,31.23,34.92
1074,25 April 2022,21:59:34,34.82,29.76,31.27,34.92
1075,25 April 2022,21:59:35,34.87,29.71,31.32,34.97
1076,25 April 2022,21:59:36,34.87,29.71,31.23,34.97
1077,25 April 2022,21:59:37,34.87,29.71,31.32,34.92
1078,25 April 2022,21:59:38,34.78,29.71,31.27,34.92
1079,25 April 2022,21:59:40,34.82,29.76,31.32,34.97
1080,25 April 2022,21:59:41,34.87,29.76,31.27,34.97
1081,25 April 2022,21:59:42,34.82,29.71,31.37,34.92
1082,25 April 2022,21:59:43,34.87,29.81,31.32,34.92
1083,25 April 2022,21:59:44,34.82,29.76,31.37,34.92
1084,25 April 2022,21:59:45,34.82,29.81,31.32,34.92
1085,25 April 2022,21:59:47,34.87,29.71,31.37,34.92
1086,25 April 2022,21:59:48,34.82,29.76,31.37,34.97
1087,25 April 2022,21:59:49,34.92,29.76,31.37,34.97
1088,25 April 2022,21:59:50,34.92,29.81,31.42,34.92
1089,25 April 2022,21:59:51,34.92,29.86,31.37,34.97
1090,25 April 2022,21:59:52,34.87,29.81,31.42,35.01
1091,25 April 2022,21:59:54,34.82,29.86,31.46,34.97
1092,25 April 2022,21:59:55,34.87,29.81,31.42,34.92
1093,25 April 2022,21:59:56,34.87,29.86,31.46,34.97
1094,25 April 2022,21:59:57,34.87,29.81,31.46,34.92
1095,25 April 2022,21:59:58,34.82,29.86,31.51,34.92
1096,25 April 2022,22:00:00,34.87,29.81,31.56,34.92
1097,25 April 2022,22:00:01,34.82,29.81,31.51,34.92
1098,25 April 2022,22:00:02,34.87,29.86,31.51,34.92
1099,25 April 2022,22:00:03,34.87,29.86,31.51,34.87
1100,25 April 2022,22:00:05,34.82,29.90,31.56,34.92
1101,25 April 2022,22:00:06,34.92,29.86,31.56,34.92
1102,25 April 2022,22:00:07,34.87,29.81,31.51,34.92
1103,25 April 2022,22:00:08,34.82,29.90,31.61,34.92
1104,25 April 2022,22:00:09,34.82,29.90,31.51,34.92
1105,25 April 2022,22:00:11,34.92,29.95,31.56,34.92
1106,25 April 2022,22:00:12,34.92,29.95,31.56,34.92
1107,25 April 2022,22:00:13,34.87,29.95,31.61,34.92
1108,25 April 2022,22:00:14,34.92,29.86,31.61,34.87
1109,25 April 2022,22:00:15,34.87,29.95,31.61,34.92
1110,25 April 2022,22:00:17,34.87,29.90,31.56,34.97
1111,25 April 2022,22:00:18,34.92,29.90,31.61,34.92
1112,25 April 2022,22:00:19,34.87,29.95,31.65,34.92
1113,25 April 2022,22:00:20,34.87,29.95,31.65,34.87
1114,25 April 2022,22:00:21,34.87,29.95,31.65,34.97
1115,25 April 2022,22:00:22,34.92,29.95,31.65,34.92
1116,25 April 2022,22:00:24,34.82,29.95,31.65,34.92
1117,25 April 2022,22:00:25,34.82,29.90,31.70,34.92
1118,25 April 2022,22:00:26,34.87,29.95,31.70,34.87
1119,25 April 2022,22:00:27,34.82,29.95,31.65,34.92
1120,25 April 2022,22:00:29,34.82,29.95,31.65,34.87
1121,25 April 2022,22:00:30,34.87,30.00,31.70,34.92
1122,25 April 2022,22:00:31,34.82,30.00,31.65,34.92
1123,25 April 2022,22:00:32,34.78,30.00,31.70,34.87
1124,25 April 2022,22:00:33,34.87,29.95,31.80,34.87
1125,25 April 2022,22:00:34,34.92,29.95,31.75,34.87
1126,25 April 2022,22:00:36,34.82,30.09,31.80,34.92
1127,25 April 2022,22:00:37,34.92,29.95,31.75,34.92
1128,25 April 2022,22:00:38,34.87,30.00,31.75,34.92
1129,25 April 2022,22:00:39,34.92,29.95,31.80,34.87
1130,25 April 2022,22:00:40,34.87,29.95,31.84,34.87
1131,25 April 2022,22:00:42,34.92,30.00,31.84,34.92
1132,25 April 2022,22:00:43,34.87,30.09,31.80,34.78
1133,25 April 2022,22:00:44,34.87,30.04,31.80,34.87
1134,25 April 2022,22:00:45,34.82,30.09,31.75,34.87
1135,25 April 2022,22:00:46,34.92,30.09,31.84,34.87
1136,25 April 2022,22:00:48,34.87,30.00,31.84,34.87
1137,25 April 2022,22:00:49,34.92,30.04,31.80,34.87
1138,25 April 2022,22:00:50,34.87,30.09,31.89,34.87
1139,25 April 2022,22:00:51,34.87,30.09,31.84,34.87
1140,25 April 2022,22:00:52,34.92,30.09,31.84,34.87
1141,25 April 2022,22:00:54,34.87,30.00,31.80,34.82
1142,25 April 2022,22:00:55,34.87,30.09,31.80,34.92
1143,25 April 2022,22:00:56,34.82,30.04,31.89,34.92
1144,25 April 2022,22:00:57,34.92,30.09,31.84,34.87
1145,25 April 2022,22:00:58,34.92,30.09,31.84,34.87
1146,25 April 2022,22:01:00,34.92,30.14,31.80,34.87
1147,25 April 2022,22:01:01,34.87,30.14,31.94,34.92
1148,25 April 2022,22:01:02,34.92,30.09,31.89,34.87
1149,25 April 2022,22:01:03,34.92,30.09,31.89,34.87
1150,25 April 2022,22:01:04,34.87,30.04,31.94,34.87
1151,25 April 2022,22:01:05,34.92,30.09,31.94,34.92
1152,25 April 2022,22:01:07,34.87,30.09,31.89,34.87
1153,25 April 2022,22:01:08,34.92,30.14,31.94,34.78
1154,25 April 2022,22:01:09,34.87,30.14,31.94,34.82
1155,25 April 2022,22:01:10,34.87,30.14,31.98,34.82
1156,25 April 2022,22:01:12,34.87,30.14,31.94,34.82
1157,25 April 2022,22:01:13,34.82,30.14,31.94,34.78
1158,25 April 2022,22:01:14,34.82,30.14,31.98,34.87
1159,25 April 2022,22:01:15,34.87,30.23,32.08,34.87
1160,25 April 2022,22:01:16,34.82,30.14,31.98,34.78
1161,25 April 2022,22:01:18,34.92,30.19,32.08,34.78
1162,25 April 2022,22:01:19,34.92,30.14,32.03,34.82
1163,25 April 2022,22:01:20,34.82,30.14,32.03,34.82
1164,25 April 2022,22:01:21,34.92,30.23,31.98,34.82
1165,25 April 2022,22:01:22,34.87,30.23,32.03,34.87
1166,25 April 2022,22:01:24,34.92,30.14,32.08,34.82
1167,25 April 2022,22:01:25,34.92,30.23,32.08,34.82
1168,25 April 2022,22:01:26,34.92,30.28,32.08,34.82
1169,25 April 2022,22:01:27,34.87,30.28,32.17,34.78
1170,25 April 2022,22:01:28,34.87,30.28,32.08,34.82
1171,25 April 2022,22:01:30,34.92,30.23,32.08,34.82
1172,25 April 2022,22:01:31,34.87,30.19,32.08,34.78
1173,25 April 2022,22:01:32,34.92,30.28,32.13,34.82
1174,25 April 2022,22:01:33,34.97,30.23,32.03,34.82
1175,25 April 2022,22:01:35,34.87,30.23,32.13,34.87
1176,25 April 2022,22:01:36,34.87,30.23,32.08,34.78
1177,25 April 2022,22:01:37,34.92,30.33,32.08,34.82
1178,25 April 2022,22:01:38,34.92,30.28,32.13,34.82
1179,25 April 2022,22:01:39,34.87,30.23,32.13,34.78
1180,25 April 2022,22:01:40,34.92,30.28,32.13,34.82
1181,25 April 2022,22:01:42,34.82,30.23,32.08,34.82
1182,25 April 2022,22:01:43,34.92,30.23,32.08,34.87
1183,25 April 2022,22:01:44,34.92,30.23,32.13,34.78
1184,25 April 2022,22:01:45,34.87,30.33,32.08,34.82
1185,25 April 2022,22:01:46,34.87,30.28,32.22,34.87
1186,25 April 2022,22:01:48,34.87,30.28,32.22,34.82
1187,25 April 2022,22:01:49,34.87,30.33,32.27,34.82
1188,25 April 2022,22:01:50,34.92,30.38,32.22,34.82
1189,25 April 2022,22:01:51,34.87,30.33,32.13,34.87
1190,25 April 2022,22:01:52,34.87,30.28,32.22,34.82
1191,25 April 2022,22:01:53,34.92,30.23,32.27,34.82
1192,25 April 2022,22:01:55,34.87,30.28,32.27,34.82
1193,25 April 2022,22:01:56,34.87,30.38,32.17,34.82
1194,25 April 2022,22:01:57,34.87,30.28,32.27,34.87
1195,25 April 2022,22:01:58,34.82,30.33,32.22,34.82
1196,25 April 2022,22:01:59,34.82,30.33,32.22,34.78
1197,25 April 2022,22:02:01,34.82,30.38,32.32,34.78
1198,25 April 2022,22:02:02,34.87,30.33,32.22,34.82
1199,25 April 2022,22:02:03,34.82,30.47,32.22,34.78
1200,25 April 2022,22:02:04,34.87,30.33,32.36,34.78
1201,25 April 2022,22:02:05,34.87,30.38,32.27,34.78
1202,25 April 2022,22:02:07,34.92,30.38,32.27,34.78
1203,25 April 2022,22:02:08,34.87,30.33,32.32,34.78
1204,25 April 2022,22:02:09,34.92,30.33,32.32,34.78
1205,25 April 2022,22:02:11,34.92,30.38,32.32,34.78
1206,25 April 2022,22:02:12,34.87,30.33,32.22,34.82
1207,25 April 2022,22:02:13,34.87,30.47,32.32,34.73
1208,25 April 2022,22:02:14,34.87,30.42,32.32,34.78
1209,25 April 2022,22:02:15,34.82,30.38,32.36,34.78
1210,25 April 2022,22:02:16,34.92,30.38,32.36,34.78
1211,25 April 2022,22:02:18,34.92,30.42,32.32,34.68
1212,25 April 2022,22:02:19,34.87,30.47,32.36,34.78
1213,25 April 2022,22:02:20,34.82,30.47,32.32,34.82
1214,25 April 2022,22:02:21,34.92,30.47,32.36,34.78
1215,25 April 2022,22:02:22,34.87,30.42,32.32,34.78
